Time,Instance Count (active),Instance Count (idle)
Thu Dec 07 2023 09:40:00 ,1,1
Thu Dec 07 2023 09:41:00 ,1,1
Thu Dec 07 2023 09:42:00 ,1,1
Thu Dec 07 2023 09:43:00 ,1,1
Thu Dec 07 2023 09:44:00 ,1,1
Thu Dec 07 2023 09:45:00 ,1,1
Thu Dec 07 2023 09:46:00 ,1,1
Thu Dec 07 2023 09:47:00 ,1,1
Thu Dec 07 2023 09:48:00 ,1,1
Thu Dec 07 2023 09:49:00 ,1,1
Thu Dec 07 2023 09:50:00 ,1,1
Thu Dec 07 2023 09:51:00 ,1,1
Thu Dec 07 2023 09:52:00 ,1,1
Thu Dec 07 2023 09:53:00 ,1,1
Thu Dec 07 2023 09:54:00 ,1,1
Thu Dec 07 2023 09:55:00 ,1,1
Thu Dec 07 2023 09:56:00 ,1,1
Thu Dec 07 2023 09:57:00 ,1,1
Thu Dec 07 2023 09:58:00 ,1,1
Thu Dec 07 2023 09:59:00 ,1,1
Thu Dec 07 2023 10:00:00 ,1,1
Thu Dec 07 2023 10:01:00 ,1,1
Thu Dec 07 2023 10:02:00 ,1,1
Thu Dec 07 2023 10:03:00 ,1,1
Thu Dec 07 2023 10:04:00 ,1,1
Thu Dec 07 2023 10:05:00 ,1,1
Thu Dec 07 2023 10:06:00 ,1,1
Thu Dec 07 2023 10:07:00 ,1,1
Thu Dec 07 2023 10:08:00 ,1,1
Thu Dec 07 2023 10:09:00 ,1,1
Thu Dec 07 2023 10:10:00 ,1,1
Thu Dec 07 2023 10:11:00 ,1,1
Thu Dec 07 2023 10:12:00 ,1,1
Thu Dec 07 2023 10:13:00 ,1,1
Thu Dec 07 2023 10:14:00 ,1,1
Thu Dec 07 2023 10:15:00 ,1,1
Thu Dec 07 2023 10:16:00 ,1,1
Thu Dec 07 2023 10:17:00 ,1,1
Thu Dec 07 2023 10:18:00 ,1,1
Thu Dec 07 2023 10:19:00 ,1,1
Thu Dec 07 2023 10:20:00 ,1,1
Thu Dec 07 2023 10:21:00 ,1,1
Thu Dec 07 2023 10:22:00 ,1,1
Thu Dec 07 2023 10:23:00 ,1,1
Thu Dec 07 2023 10:24:00 ,1,1
Thu Dec 07 2023 10:25:00 ,1,1
Thu Dec 07 2023 10:26:00 ,1,1
Thu Dec 07 2023 10:27:00 ,1,1
Thu Dec 07 2023 10:28:00 ,1,1
Thu Dec 07 2023 10:29:00 ,1,1
Thu Dec 07 2023 10:30:00 ,1,1
Thu Dec 07 2023 10:31:00 ,1,1
Thu Dec 07 2023 10:32:00 ,1,1
Thu Dec 07 2023 10:33:00 ,1,1
Thu Dec 07 2023 10:34:00 ,1,1
Thu Dec 07 2023 10:35:00 ,1,1
Thu Dec 07 2023 10:36:00 ,1,1
Thu Dec 07 2023 10:37:00 ,1,1
Thu Dec 07 2023 10:38:00 ,1,1
Thu Dec 07 2023 10:39:00 ,1,1
Thu Dec 07 2023 10:40:00 ,1,1
Thu Dec 07 2023 10:41:00 ,1,1
Thu Dec 07 2023 10:42:00 ,1,1
Thu Dec 07 2023 10:43:00 ,1,1
Thu Dec 07 2023 10:44:00 ,1,1
Thu Dec 07 2023 10:45:00 ,1,1
Thu Dec 07 2023 10:46:00 ,1,1
Thu Dec 07 2023 10:47:00 ,1,1
Thu Dec 07 2023 10:48:00 ,1,1
Thu Dec 07 2023 10:49:00 ,1,1
Thu Dec 07 2023 10:50:00 ,1,1
Thu Dec 07 2023 10:51:00 ,1,1
Thu Dec 07 2023 10:52:00 ,1,1
Thu Dec 07 2023 10:53:00 ,1,1
Thu Dec 07 2023 10:54:00 ,1,1
Thu Dec 07 2023 10:55:00 ,1,1
Thu Dec 07 2023 10:56:00 ,1,1
Thu Dec 07 2023 10:57:00 ,1,1
Thu Dec 07 2023 10:58:00 ,1,1
Thu Dec 07 2023 10:59:00 ,1,1
Thu Dec 07 2023 11:00:00 ,1,1
Thu Dec 07 2023 11:01:00 ,1,1
Thu Dec 07 2023 11:02:00 ,1,1
Thu Dec 07 2023 11:03:00 ,1,1
Thu Dec 07 2023 11:04:00 ,1,1
Thu Dec 07 2023 11:05:00 ,1,1
Thu Dec 07 2023 11:06:00 ,1,1
Thu Dec 07 2023 11:07:00 ,1,1
Thu Dec 07 2023 11:08:00 ,1,1
Thu Dec 07 2023 11:09:00 ,1,1
Thu Dec 07 2023 11:10:00 ,1,1
Thu Dec 07 2023 11:11:00 ,1,1
Thu Dec 07 2023 11:12:00 ,1,1
Thu Dec 07 2023 11:13:00 ,1,1
Thu Dec 07 2023 11:14:00 ,1,1
Thu Dec 07 2023 11:15:00 ,1,1
Thu Dec 07 2023 11:16:00 ,1,1
Thu Dec 07 2023 11:17:00 ,1,1
Thu Dec 07 2023 11:18:00 ,1,1
Thu Dec 07 2023 11:19:00 ,1,1
Thu Dec 07 2023 11:20:00 ,1,1
Thu Dec 07 2023 11:21:00 ,1,1
Thu Dec 07 2023 11:22:00 ,1,1
Thu Dec 07 2023 11:23:00 ,1,1
Thu Dec 07 2023 11:24:00 ,1,1
Thu Dec 07 2023 11:25:00 ,1,1
Thu Dec 07 2023 11:26:00 ,1,1
Thu Dec 07 2023 11:27:00 ,1,1
Thu Dec 07 2023 11:28:00 ,1,1
Thu Dec 07 2023 11:29:00 ,1,1
Thu Dec 07 2023 11:30:00 ,1,1
Thu Dec 07 2023 11:31:00 ,1,1
Thu Dec 07 2023 11:32:00 ,1,1
Thu Dec 07 2023 11:33:00 ,1,1
Thu Dec 07 2023 11:34:00 ,1,1
Thu Dec 07 2023 11:35:00 ,1,1
Thu Dec 07 2023 11:36:00 ,1,1
Thu Dec 07 2023 11:37:00 ,1,1
Thu Dec 07 2023 11:38:00 ,1,1
Thu Dec 07 2023 11:39:00 ,1,1
Thu Dec 07 2023 11:40:00 ,1,1
Thu Dec 07 2023 11:41:00 ,1,1
Thu Dec 07 2023 11:42:00 ,1,1
Thu Dec 07 2023 11:43:00 ,1,1
Thu Dec 07 2023 11:44:00 ,1,1
Thu Dec 07 2023 11:45:00 ,1,1
Thu Dec 07 2023 11:46:00 ,1,1
Thu Dec 07 2023 11:47:00 ,1,1
Thu Dec 07 2023 11:48:00 ,1,1
Thu Dec 07 2023 11:49:00 ,1,1
Thu Dec 07 2023 11:50:00 ,1,1
Thu Dec 07 2023 11:51:00 ,1,1
Thu Dec 07 2023 11:52:00 ,1,1
Thu Dec 07 2023 11:53:00 ,1,1
Thu Dec 07 2023 11:54:00 ,1,1
Thu Dec 07 2023 11:55:00 ,1,1
Thu Dec 07 2023 11:56:00 ,1,1
Thu Dec 07 2023 11:57:00 ,1,1
Thu Dec 07 2023 11:58:00 ,1,1
Thu Dec 07 2023 11:59:00 ,1,1
Thu Dec 07 2023 12:00:00 ,1,1
Thu Dec 07 2023 12:01:00 ,1,1
Thu Dec 07 2023 12:02:00 ,1,1
Thu Dec 07 2023 12:03:00 ,1,1
Thu Dec 07 2023 12:04:00 ,1,1
Thu Dec 07 2023 12:05:00 ,1,1
Thu Dec 07 2023 12:06:00 ,1,1
Thu Dec 07 2023 12:07:00 ,1,1
Thu Dec 07 2023 12:08:00 ,1,1
Thu Dec 07 2023 12:09:00 ,1,1
Thu Dec 07 2023 12:10:00 ,1,1
Thu Dec 07 2023 12:11:00 ,1,1
Thu Dec 07 2023 12:12:00 ,1,1
Thu Dec 07 2023 12:13:00 ,1,1
Thu Dec 07 2023 12:14:00 ,1,1
Thu Dec 07 2023 12:15:00 ,1,1
Thu Dec 07 2023 12:16:00 ,1,1
Thu Dec 07 2023 12:17:00 ,1,1
Thu Dec 07 2023 12:18:00 ,1,1
Thu Dec 07 2023 12:19:00 ,1,1
Thu Dec 07 2023 12:20:00 ,1,1
Thu Dec 07 2023 12:21:00 ,1,1
Thu Dec 07 2023 12:22:00 ,1,1
Thu Dec 07 2023 12:23:00 ,1,1
Thu Dec 07 2023 12:24:00 ,1,1
Thu Dec 07 2023 12:25:00 ,1,1
Thu Dec 07 2023 12:26:00 ,1,1
Thu Dec 07 2023 12:27:00 ,1,1
Thu Dec 07 2023 12:28:00 ,1,1
Thu Dec 07 2023 12:29:00 ,1,1
Thu Dec 07 2023 12:30:00 ,1,1
Thu Dec 07 2023 12:31:00 ,1,1
Thu Dec 07 2023 12:32:00 ,1,1
Thu Dec 07 2023 12:33:00 ,1,1
Thu Dec 07 2023 12:34:00 ,1,1
Thu Dec 07 2023 12:35:00 ,1,1
Thu Dec 07 2023 12:36:00 ,1,1
Thu Dec 07 2023 12:37:00 ,1,1
Thu Dec 07 2023 12:38:00 ,1,1
Thu Dec 07 2023 12:39:00 ,1,1
Thu Dec 07 2023 12:40:00 ,1,1
Thu Dec 07 2023 12:41:00 ,1,1
Thu Dec 07 2023 12:42:00 ,1,1
Thu Dec 07 2023 12:43:00 ,1,1
Thu Dec 07 2023 12:44:00 ,1,1
Thu Dec 07 2023 12:45:00 ,1,1
Thu Dec 07 2023 12:46:00 ,1,1
Thu Dec 07 2023 12:47:00 ,1,1
Thu Dec 07 2023 12:48:00 ,1,1
Thu Dec 07 2023 12:49:00 ,1,1
Thu Dec 07 2023 12:50:00 ,1,1
Thu Dec 07 2023 12:51:00 ,1,1
Thu Dec 07 2023 12:52:00 ,1,1
Thu Dec 07 2023 12:53:00 ,1,1
Thu Dec 07 2023 12:54:00 ,1,1
Thu Dec 07 2023 12:55:00 ,1,1
Thu Dec 07 2023 12:56:00 ,1,1
Thu Dec 07 2023 12:57:00 ,1,1
Thu Dec 07 2023 12:58:00 ,1,1
Thu Dec 07 2023 12:59:00 ,1,1
Thu Dec 07 2023 13:00:00 ,1,1
Thu Dec 07 2023 13:01:00 ,1,1
Thu Dec 07 2023 13:02:00 ,1,1
Thu Dec 07 2023 13:03:00 ,1,1
Thu Dec 07 2023 13:04:00 ,1,1
Thu Dec 07 2023 13:05:00 ,1,1
Thu Dec 07 2023 13:06:00 ,1,1
Thu Dec 07 2023 13:07:00 ,1,1
Thu Dec 07 2023 13:08:00 ,1,1
Thu Dec 07 2023 13:09:00 ,1,1
Thu Dec 07 2023 13:10:00 ,1,1
Thu Dec 07 2023 13:11:00 ,1,1
Thu Dec 07 2023 13:12:00 ,1,1
Thu Dec 07 2023 13:13:00 ,1,1
Thu Dec 07 2023 13:14:00 ,1,1
Thu Dec 07 2023 13:15:00 ,1,1
Thu Dec 07 2023 13:16:00 ,1,1
Thu Dec 07 2023 13:17:00 ,1,1
Thu Dec 07 2023 13:18:00 ,1,1
Thu Dec 07 2023 13:19:00 ,1,1
Thu Dec 07 2023 13:20:00 ,1,1
Thu Dec 07 2023 13:21:00 ,1,1
Thu Dec 07 2023 13:22:00 ,1,1
Thu Dec 07 2023 13:23:00 ,1,1
Thu Dec 07 2023 13:24:00 ,1,1
Thu Dec 07 2023 13:25:00 ,1,1
Thu Dec 07 2023 13:26:00 ,1,1
Thu Dec 07 2023 13:27:00 ,1,1
Thu Dec 07 2023 13:28:00 ,1,1
Thu Dec 07 2023 13:29:00 ,1,1
Thu Dec 07 2023 13:30:00 ,1,1
Thu Dec 07 2023 13:31:00 ,1,1
Thu Dec 07 2023 13:32:00 ,1,1
Thu Dec 07 2023 13:33:00 ,1,1
Thu Dec 07 2023 13:34:00 ,1,1
Thu Dec 07 2023 13:35:00 ,1,1
Thu Dec 07 2023 13:36:00 ,1,1
Thu Dec 07 2023 13:37:00 ,1,1
Thu Dec 07 2023 13:38:00 ,1,1
Thu Dec 07 2023 13:39:00 ,1,1
Thu Dec 07 2023 13:40:00 ,1,1
Thu Dec 07 2023 13:41:00 ,1,1
Thu Dec 07 2023 13:42:00 ,1,1
Thu Dec 07 2023 13:43:00 ,1,1
Thu Dec 07 2023 13:44:00 ,1,1
Thu Dec 07 2023 13:45:00 ,1,1
Thu Dec 07 2023 13:46:00 ,1,1
Thu Dec 07 2023 13:47:00 ,1,1
Thu Dec 07 2023 13:48:00 ,1,1
Thu Dec 07 2023 13:49:00 ,1,1
Thu Dec 07 2023 13:50:00 ,1,1
Thu Dec 07 2023 13:51:00 ,1,1
Thu Dec 07 2023 13:52:00 ,1,1
Thu Dec 07 2023 13:53:00 ,1,1
Thu Dec 07 2023 13:54:00 ,1,1
Thu Dec 07 2023 13:55:00 ,1,1
Thu Dec 07 2023 13:56:00 ,1,1
Thu Dec 07 2023 13:57:00 ,1,1
Thu Dec 07 2023 13:58:00 ,1,1
Thu Dec 07 2023 13:59:00 ,1,1
Thu Dec 07 2023 14:00:00 ,1,1
Thu Dec 07 2023 14:01:00 ,1,1
Thu Dec 07 2023 14:02:00 ,1,1
Thu Dec 07 2023 14:03:00 ,1,1
Thu Dec 07 2023 14:04:00 ,1,1
Thu Dec 07 2023 14:05:00 ,1,1
Thu Dec 07 2023 14:06:00 ,1,1
Thu Dec 07 2023 14:07:00 ,1,1
Thu Dec 07 2023 14:08:00 ,1,1
Thu Dec 07 2023 14:09:00 ,1,1
Thu Dec 07 2023 14:10:00 ,1,1
Thu Dec 07 2023 14:11:00 ,1,1
Thu Dec 07 2023 14:12:00 ,1,1
Thu Dec 07 2023 14:13:00 ,1,1
Thu Dec 07 2023 14:14:00 ,1,1
Thu Dec 07 2023 14:15:00 ,1,1
Thu Dec 07 2023 14:16:00 ,1,1
Thu Dec 07 2023 14:17:00 ,1,1
Thu Dec 07 2023 14:18:00 ,1,1
Thu Dec 07 2023 14:19:00 ,1,1
Thu Dec 07 2023 14:20:00 ,1,1
Thu Dec 07 2023 14:21:00 ,1,1
Thu Dec 07 2023 14:22:00 ,1,1
Thu Dec 07 2023 14:23:00 ,1,1
Thu Dec 07 2023 14:24:00 ,1,1
Thu Dec 07 2023 14:25:00 ,1,1
Thu Dec 07 2023 14:26:00 ,1,1
Thu Dec 07 2023 14:27:00 ,1,1
Thu Dec 07 2023 14:28:00 ,1,1
Thu Dec 07 2023 14:29:00 ,1,1
Thu Dec 07 2023 14:30:00 ,1,1
Thu Dec 07 2023 14:31:00 ,1,1
Thu Dec 07 2023 14:32:00 ,1,1
Thu Dec 07 2023 14:33:00 ,1,1
Thu Dec 07 2023 14:34:00 ,1,1
Thu Dec 07 2023 14:35:00 ,1,1
Thu Dec 07 2023 14:36:00 ,1,1
Thu Dec 07 2023 14:37:00 ,1,1
Thu Dec 07 2023 14:38:00 ,1,1
Thu Dec 07 2023 14:39:00 ,1,1
Thu Dec 07 2023 14:40:00 ,1,1
Thu Dec 07 2023 14:41:00 ,1,1
Thu Dec 07 2023 14:42:00 ,1,1
Thu Dec 07 2023 14:43:00 ,1,1
Thu Dec 07 2023 14:44:00 ,1,1
Thu Dec 07 2023 14:45:00 ,1,1
Thu Dec 07 2023 14:46:00 ,1,1
Thu Dec 07 2023 14:47:00 ,1,1
Thu Dec 07 2023 14:48:00 ,1,1
Thu Dec 07 2023 14:49:00 ,1,1
Thu Dec 07 2023 14:50:00 ,1,1
Thu Dec 07 2023 14:51:00 ,1,1
Thu Dec 07 2023 14:52:00 ,1,1
Thu Dec 07 2023 14:53:00 ,1,1
Thu Dec 07 2023 14:54:00 ,1,1
Thu Dec 07 2023 14:55:00 ,1,1
Thu Dec 07 2023 14:56:00 ,1,1
Thu Dec 07 2023 14:57:00 ,1,1
Thu Dec 07 2023 14:58:00 ,1,1
Thu Dec 07 2023 14:59:00 ,1,1
Thu Dec 07 2023 15:00:00 ,1,1
Thu Dec 07 2023 15:01:00 ,1,1
Thu Dec 07 2023 15:02:00 ,1,1
Thu Dec 07 2023 15:03:00 ,1,1
Thu Dec 07 2023 15:04:00 ,1,1
Thu Dec 07 2023 15:05:00 ,1,1
Thu Dec 07 2023 15:06:00 ,1,1
Thu Dec 07 2023 15:07:00 ,1,1
Thu Dec 07 2023 15:08:00 ,1,1
Thu Dec 07 2023 15:09:00 ,1,1
Thu Dec 07 2023 15:10:00 ,1,1
Thu Dec 07 2023 15:11:00 ,1,1
Thu Dec 07 2023 15:12:00 ,1,1
Thu Dec 07 2023 15:13:00 ,1,1
Thu Dec 07 2023 15:14:00 ,1,1
Thu Dec 07 2023 15:15:00 ,1,1
Thu Dec 07 2023 15:16:00 ,1,1
Thu Dec 07 2023 15:17:00 ,1,1
Thu Dec 07 2023 15:18:00 ,1,1
Thu Dec 07 2023 15:19:00 ,1,1
Thu Dec 07 2023 15:20:00 ,1,1
Thu Dec 07 2023 15:21:00 ,1,1
Thu Dec 07 2023 15:22:00 ,1,1
Thu Dec 07 2023 15:23:00 ,1,1
Thu Dec 07 2023 15:24:00 ,1,1
Thu Dec 07 2023 15:25:00 ,1,1
Thu Dec 07 2023 15:26:00 ,1,1
Thu Dec 07 2023 15:27:00 ,1,1
Thu Dec 07 2023 15:28:00 ,1,1
Thu Dec 07 2023 15:29:00 ,1,1
Thu Dec 07 2023 15:30:00 ,1,1
Thu Dec 07 2023 15:31:00 ,1,1
Thu Dec 07 2023 15:32:00 ,1,1
Thu Dec 07 2023 15:33:00 ,1,1
Thu Dec 07 2023 15:34:00 ,1,1
Thu Dec 07 2023 15:35:00 ,1,1
Thu Dec 07 2023 15:36:00 ,1,1
Thu Dec 07 2023 15:37:00 ,1,1
Thu Dec 07 2023 15:38:00 ,1,1
Thu Dec 07 2023 15:39:00 ,1,1
Thu Dec 07 2023 15:40:00 ,1,1
Thu Dec 07 2023 15:41:00 ,1,1
Thu Dec 07 2023 15:42:00 ,1,1
Thu Dec 07 2023 15:43:00 ,1,1
Thu Dec 07 2023 15:44:00 ,1,1
Thu Dec 07 2023 15:45:00 ,1,1
Thu Dec 07 2023 15:46:00 ,1,1
Thu Dec 07 2023 15:47:00 ,1,1
Thu Dec 07 2023 15:48:00 ,1,1
Thu Dec 07 2023 15:49:00 ,1,1
Thu Dec 07 2023 15:50:00 ,1,1
Thu Dec 07 2023 15:51:00 ,1,1
Thu Dec 07 2023 15:52:00 ,1,1
Thu Dec 07 2023 15:53:00 ,1,1
Thu Dec 07 2023 15:54:00 ,1,1
Thu Dec 07 2023 15:55:00 ,1,1
Thu Dec 07 2023 15:56:00 ,1,1
Thu Dec 07 2023 15:57:00 ,1,1
Thu Dec 07 2023 15:58:00 ,1,1
Thu Dec 07 2023 15:59:00 ,1,1
Thu Dec 07 2023 16:00:00 ,1,1
Thu Dec 07 2023 16:01:00 ,1,1
Thu Dec 07 2023 16:02:00 ,1,1
Thu Dec 07 2023 16:03:00 ,1,1
Thu Dec 07 2023 16:04:00 ,1,1
Thu Dec 07 2023 16:05:00 ,1,1
Thu Dec 07 2023 16:06:00 ,1,1
Thu Dec 07 2023 16:07:00 ,1,1
Thu Dec 07 2023 16:08:00 ,1,1
Thu Dec 07 2023 16:09:00 ,1,1
Thu Dec 07 2023 16:10:00 ,1,1
Thu Dec 07 2023 16:11:00 ,1,1
Thu Dec 07 2023 16:12:00 ,1,1
Thu Dec 07 2023 16:13:00 ,1,1
Thu Dec 07 2023 16:14:00 ,1,1
Thu Dec 07 2023 16:15:00 ,1,1
Thu Dec 07 2023 16:16:00 ,1,1
Thu Dec 07 2023 16:17:00 ,1,1
Thu Dec 07 2023 16:18:00 ,1,1
Thu Dec 07 2023 16:19:00 ,1,1
Thu Dec 07 2023 16:20:00 ,1,1
Thu Dec 07 2023 16:21:00 ,1,1
Thu Dec 07 2023 16:22:00 ,1,1
Thu Dec 07 2023 16:23:00 ,1,1
Thu Dec 07 2023 16:24:00 ,1,1
Thu Dec 07 2023 16:25:00 ,1,1
Thu Dec 07 2023 16:26:00 ,1,1
Thu Dec 07 2023 16:27:00 ,1,1
Thu Dec 07 2023 16:28:00 ,1,1
Thu Dec 07 2023 16:29:00 ,1,1
Thu Dec 07 2023 16:30:00 ,1,1
Thu Dec 07 2023 16:31:00 ,1,1
Thu Dec 07 2023 16:32:00 ,1,1
Thu Dec 07 2023 16:33:00 ,1,1
Thu Dec 07 2023 16:34:00 ,1,1
Thu Dec 07 2023 16:35:00 ,1,1
Thu Dec 07 2023 16:36:00 ,1,1
Thu Dec 07 2023 16:37:00 ,1,1
Thu Dec 07 2023 16:38:00 ,1,1
Thu Dec 07 2023 16:39:00 ,1,1
Thu Dec 07 2023 16:40:00 ,1,1
Thu Dec 07 2023 16:41:00 ,1,1
Thu Dec 07 2023 16:42:00 ,1,1
Thu Dec 07 2023 16:43:00 ,1,1
Thu Dec 07 2023 16:44:00 ,1,1
Thu Dec 07 2023 16:45:00 ,1,1
Thu Dec 07 2023 16:46:00 ,1,1
Thu Dec 07 2023 16:47:00 ,1,1
Thu Dec 07 2023 16:48:00 ,1,1
Thu Dec 07 2023 16:49:00 ,1,1
Thu Dec 07 2023 16:50:00 ,1,1
Thu Dec 07 2023 16:51:00 ,1,1
Thu Dec 07 2023 16:52:00 ,1,1
Thu Dec 07 2023 16:53:00 ,1,1
Thu Dec 07 2023 16:54:00 ,1,1
Thu Dec 07 2023 16:55:00 ,1,1
Thu Dec 07 2023 16:56:00 ,1,1
Thu Dec 07 2023 16:57:00 ,1,1
Thu Dec 07 2023 16:58:00 ,1,1
Thu Dec 07 2023 16:59:00 ,1,1
Thu Dec 07 2023 17:00:00 ,1,1
Thu Dec 07 2023 17:01:00 ,1,1
Thu Dec 07 2023 17:02:00 ,1,1
Thu Dec 07 2023 17:03:00 ,1,1
Thu Dec 07 2023 17:04:00 ,1,1
Thu Dec 07 2023 17:05:00 ,1,1
Thu Dec 07 2023 17:06:00 ,1,1
Thu Dec 07 2023 17:07:00 ,1,1
Thu Dec 07 2023 17:08:00 ,1,1
Thu Dec 07 2023 17:09:00 ,1,1
Thu Dec 07 2023 17:10:00 ,1,1
Thu Dec 07 2023 17:11:00 ,1,1
Thu Dec 07 2023 17:12:00 ,1,1
Thu Dec 07 2023 17:13:00 ,1,1
Thu Dec 07 2023 17:14:00 ,1,1
Thu Dec 07 2023 17:15:00 ,1,1
Thu Dec 07 2023 17:16:00 ,1,1
Thu Dec 07 2023 17:17:00 ,1,1
Thu Dec 07 2023 17:18:00 ,1,1
Thu Dec 07 2023 17:19:00 ,1,1
Thu Dec 07 2023 17:20:00 ,1,1
Thu Dec 07 2023 17:21:00 ,1,1
Thu Dec 07 2023 17:22:00 ,1,1
Thu Dec 07 2023 17:23:00 ,1,1
Thu Dec 07 2023 17:24:00 ,1,1
Thu Dec 07 2023 17:25:00 ,1,1
Thu Dec 07 2023 17:26:00 ,1,1
Thu Dec 07 2023 17:27:00 ,1,1
Thu Dec 07 2023 17:28:00 ,1,1
Thu Dec 07 2023 17:29:00 ,1,1
Thu Dec 07 2023 17:30:00 ,1,1
Thu Dec 07 2023 17:31:00 ,1,1
Thu Dec 07 2023 17:32:00 ,1,1
Thu Dec 07 2023 17:33:00 ,1,1
Thu Dec 07 2023 17:34:00 ,1,1
Thu Dec 07 2023 17:35:00 ,1,1
Thu Dec 07 2023 17:36:00 ,1,1
Thu Dec 07 2023 17:37:00 ,1,1
Thu Dec 07 2023 17:38:00 ,1,1
Thu Dec 07 2023 17:39:00 ,1,1
Thu Dec 07 2023 17:40:00 ,1,1
Thu Dec 07 2023 17:41:00 ,1,1
Thu Dec 07 2023 17:42:00 ,1,1
Thu Dec 07 2023 17:43:00 ,1,1
Thu Dec 07 2023 17:44:00 ,1,1
Thu Dec 07 2023 17:45:00 ,1,1
Thu Dec 07 2023 17:46:00 ,1,1
Thu Dec 07 2023 17:47:00 ,1,1
Thu Dec 07 2023 17:48:00 ,1,1
Thu Dec 07 2023 17:49:00 ,1,1
Thu Dec 07 2023 17:50:00 ,1,1
Thu Dec 07 2023 17:51:00 ,1,1
Thu Dec 07 2023 17:52:00 ,1,1
Thu Dec 07 2023 17:53:00 ,1,1
Thu Dec 07 2023 17:54:00 ,1,1
Thu Dec 07 2023 17:55:00 ,1,1
Thu Dec 07 2023 17:56:00 ,1,1
Thu Dec 07 2023 17:57:00 ,1,1
Thu Dec 07 2023 17:58:00 ,1,1
Thu Dec 07 2023 17:59:00 ,1,1
Thu Dec 07 2023 18:00:00 ,1,1
Thu Dec 07 2023 18:01:00 ,1,1
Thu Dec 07 2023 18:02:00 ,1,1
Thu Dec 07 2023 18:03:00 ,1,1
Thu Dec 07 2023 18:04:00 ,1,1
Thu Dec 07 2023 18:05:00 ,1,1
Thu Dec 07 2023 18:06:00 ,1,1
Thu Dec 07 2023 18:07:00 ,1,1
Thu Dec 07 2023 18:08:00 ,1,1
Thu Dec 07 2023 18:09:00 ,1,1
Thu Dec 07 2023 18:10:00 ,1,1
Thu Dec 07 2023 18:11:00 ,1,1
Thu Dec 07 2023 18:12:00 ,1,1
Thu Dec 07 2023 18:13:00 ,1,1
Thu Dec 07 2023 18:14:00 ,1,1
Thu Dec 07 2023 18:15:00 ,1,1
Thu Dec 07 2023 18:16:00 ,1,1
Thu Dec 07 2023 18:17:00 ,1,1
Thu Dec 07 2023 18:18:00 ,1,1
Thu Dec 07 2023 18:19:00 ,1,1
Thu Dec 07 2023 18:20:00 ,1,1
Thu Dec 07 2023 18:21:00 ,1,1
Thu Dec 07 2023 18:22:00 ,1,1
Thu Dec 07 2023 18:23:00 ,1,1
Thu Dec 07 2023 18:24:00 ,1,1
Thu Dec 07 2023 18:25:00 ,1,1
Thu Dec 07 2023 18:26:00 ,1,1
Thu Dec 07 2023 18:27:00 ,1,1
Thu Dec 07 2023 18:28:00 ,1,1
Thu Dec 07 2023 18:29:00 ,1,1
Thu Dec 07 2023 18:30:00 ,1,1
Thu Dec 07 2023 18:31:00 ,1,1
Thu Dec 07 2023 18:32:00 ,1,1
Thu Dec 07 2023 18:33:00 ,1,1
Thu Dec 07 2023 18:34:00 ,1,1
Thu Dec 07 2023 18:35:00 ,1,1
Thu Dec 07 2023 18:36:00 ,1,1
Thu Dec 07 2023 18:37:00 ,1,1
Thu Dec 07 2023 18:38:00 ,2,1
Thu Dec 07 2023 18:39:00 ,2,0
Thu Dec 07 2023 18:40:00 ,2,0
